Country;Country Name;Country RegionId;Variable;Variable Name;Variable Definition;Measure;Measure Name;Measure Note;Scale;Units;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
SN;Senegal;SN;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;4.9;4.8;4.9;5;5.8;6.2;6.1;7.3;7.4;7.3;7.7;8.4;9.2;8.8;8.8;9.8;10.1;13.2;11;10.2;9.7;9.9;9.6;9.6;9.8;9.9
SC;Seychelles;SC;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;47.9;45.2;41.2;40.4;50.4;54.3;46.3;51.1;50.4;43.3;44.6;37.2;46.1;45.3;48.6;51.9;56.3;66.2;73.6;71.7;63.2;62.6;62.8;61.8;58.6;57.7
SL;Sierra Leone;SL;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;3.2;2.8;2.4;2.4;6.2;5.4;3.4;3.4;3.3;4.2;3.5;3.8;4.5;6.3;7.6;8.7;7.3;7.5;6.5;6.2;6.1;6.2;5.5;5.5;5.8;6
ZA;South Africa;ZA;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;4.7;4.8;4.4;4.3;4.6;5.3;6.3;7;7.7;7.7;7.3;8.1;9.2;9.1;9.1;9.8;10.5;10.7;10.3;10.1;10;9.7;10.3;10.2;10.3;10.4
SD;Sudan;SD;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;2.9;3.2;1.1;1.6;1.8;1.8;1.1;1.5;1.7;2.5;2.6;2.7;3.3;2.8;3.3;3.6;3;3;3.2;3.9;2.9;2.6;2.8;3.1;3;3.1
SZ;Swaziland;SZ;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;3.1;4.2;2.8;3.2;3.7;2.6;2;2.6;4.3;2.4;4.5;4.6;7;6.1;6;4.5;4.7;3.4;4.2;4.4;4.6;4.6;4.7;4.8;4.9;4.8
TZ;Tanzania;TZ;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;1.8;2;2.1;2.4;3.6;10.5;9.4;7.1;7.1;7.7;7.3;10.1;10.3;10.7;11.7;11.9;13.2;13.7;11.7;11.6;11;11.6;11.4;11;10.7;10.5
TG;Togo;TG;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;3.9;2;2.4;1.8;2.3;2.6;1.5;1.8;1.8;1.5;2.4;2.3;3.2;3.1;3.4;3.8;3.6;4.2;4.1;4.7;6;5.7;5.7;5.7;5.7;5.7
UG;Uganda;UG;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;0.4;0.9;1.7;2.2;1.5;2.5;3.9;4.1;3.7;4.2;7.7;6.8;6.4;6.5;7;7.9;7;6.8;6.7;7.4;7.7;7.9;7.6;7.4;7.3;7.2
ZM;Zambia;ZM;KN.TTTCE;Travel & Tourism Total Contribution to Employment;The number of jobs generated directly in the Travel & Tourism industry plus the indirect and induced contributions.;KN.B5;% share;The share of Travel & Tourism spending or employment in the equivalent economy-wide concept in the published national income accounts or labour market statistics. Visitor exports are compared with exports of all goods and services Domestic Travel & Tourism spending is compared with GDP Government individual Travel & Tourism spending is compared with total government spending Internal Travel & Tourism consumption is compared with total internal consumption (i.e. total domestic spending plus total export) Leisure Travel & Tourism contribution to GDP is compared with total GDP Business Travel & Tourism contribution to GDP is compared with total GDP Travel & Tourism capital investment spending is compared with all fixed investment spending;units;% share;0.9;2.3;3.4;2.2;2;2.2;3.4;3.1;3.1;3;3.1;3.7;3.7;3.9;4.2;4.5;4;4.1;4.1;4.2;4.2;4.2;4.1;4.1;4.1;4.2
